"blog_id","blog_name","blog_description","blog_url","blog_author","blog_author_twitter_username","blog_rss_feed","blog_tags",id,blog_RSSCrawl_active,blog_last_post_timestamp,"blog_crawlingType","created_at","updated_at",hours_bw_posts_median,hours_bw_posts_average,"reason_for_deactivation","blog_thumb"
"jhaddadnl","Joumnana Haddad at Now Lebanon","Poet, writer, journalist, women and gay rights activist, atheist","https://now.mmedia.me/lb/en/Author/Joumana.Haddad","","joumana333",NULL,"columnists, society",339,0,1399896500,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"jhaddadnl"
"iaminakh","Ibrahim al-Amin at Al-Akhbar English","Ibrahim al-Amin is the Editor in Chief of Al-Akhbar","http://english.al-akhbar.com/node/125","","",NULL,"columnists, politics",340,0,1424714429,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"iaminakh"
"mkaramtn","Michael Karam at The National","Michael Karam is a writer and journalist","http://thenational.ae/authors/michael-karam","","lebanesewineman",NULL,"columnists, politics",341,0,1469883721,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"mkaramtn"
"myoungtn","Michael Young at The National","Michael Young is opinion editor of THE DAILY STAR.","http://thenational.ae/authors/michael-young","","beirutcalling",NULL,"columnists, politics",342,0,1469620910,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"myoungtn"
"myoungnl","Michael Young at Now Lebanon","Michael Young is opinion editor of THE DAILY STAR.","https://now.mmedia.me/lb/en/Author/Michael.Young","","beirutcalling",NULL,"columnists, politics",343,0,1467280917,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"myoungnl"
"alexrowell-now","Alex Rowell (NOW Blog)","Alex Rowell joined NOW in Beirut as a reporter and blogger in February 2012. A British citizen, he was raised in Dubai and studied economics in London.","https://now.mmedia.me/lb/en/Author/Alex.Rowell","","disgraceofgod",NULL,"politics",344,0,1467280848,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"alexrowell-now"
"mayagebeily-now","Maya Gebeily (NOW Blog)","Maya is a reporter for NOW News. She is a Lebanese-American who moved to Beirut in mid-2013","https://now.mmedia.me/lb/en/Author/Maya.Gebeily","","gebeilym",NULL,"politics, society",345,0,1408875211,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"mayagebeily-now"
"lunasafwan-now","Luna Safwan (NOW Blog)","Reporter/Fixer @NOW_eng","https://now.mmedia.me/lb/en/Author/Luna.Safwan","","lunasafwan",NULL,"politics",346,0,1392830054,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"lunasafwan-now"
"anthonyelghossain-now","Anthony Elghossain (NOW Blog)","Thinker-in-Chief. Attorney, writer, policy junky. Pens 'Diaspora Diaries' at NOW. Loves shawarma; hates assholes","https://now.mmedia.me/lb/en/Author/Anthony.ElGhossain","","aelghossain",NULL,"politics,society",347,0,1465995506,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"anthonyelghossain-now"
"mattnash-now","Matt Nash (NOW Blog)","Reporter with NOW English in Beirut","https://now.mmedia.me/lb/en/Author/Matt.Nash","","mattnash13",NULL,"politics, business, tech",348,0,1399378590,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"mattnash-now"
"anamarialuca-now","Ana Maria Luca (NOW Blog)","Ana Maria has been reporting for NOW English since August 2009. She is an experienced journalist specialized in conflict reporting and international affairs.","https://now.mmedia.me/lb/en/Author/Ana.MariaLuca","","aml1609",NULL,"politics",349,0,1450105426,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"anamarialuca-now"
"ranyaradwan-now","Ranya Radwan (NOW Blog)","American/Lebanese. Living in Beirut. Blog Editor at Now Lebanon","https://now.mmedia.me/lb/en/Author/Ranya.Radwan","","ranyaradwan",NULL,"media, society",350,0,1467281170,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"ranyaradwan-now"
"nadineelali-now","Nadine Elali (NOW Blog)","Journalist and Reporter at NOW Lebanon","https://now.mmedia.me/lb/en/Author/Nadine.Alali","","journalist and reporter at now lebanon",NULL,"politics",351,0,1418922117,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"nadineelali-now"
"beirutcityguide","Beirut City Guide","a valuable resource for locals and visitors alike.","http://beirut.com/blogs","","beirutcityguide",NULL,"society",352,0,1428735906,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"beirutcityguide"
"socialmediatag","Social Media Tag",NULL,"http://www.socialmediatag.com","Shada Wehbe","shadawehbe","http://www.socialmediatag.com/feed","tech",353,1,1480926000,"","2014-09-21 15:17:00","2016-12-05 08:23:08",NULL,NULL,NULL,"socialmediatag"
"mayasingredients","maya's Ingredients","My name is Maya Oryan and I’m a Food Stylist.","http://mayasingredients.com","Maya Oryan","mayaoryan","http://mayasingredients.com/feed/","food",354,1,1486482480,"","0000-00-00 00:00:00","2017-02-07 15:53:11",NULL,NULL,NULL,"mayasingredients"
"cloud961","Cloud 961 Magazine","Cloud961 is a Lebanese monthly magazine covering the world of social media and blogging as well as the socio-digital industry","http://cloud961.com/blog","","Cloud961mag","http://cloud961.com/blog/feed/","tech",355,1,1473335940,"","2014-09-25 15:40:00","2016-09-08 12:03:51",NULL,NULL,NULL,"cloud961"
"notesonwings","Notes on Wings","Reach to be heard","http://notesonwings.wordpress.com/","claude","notesonwings","http://notesonwings.wordpress.com/feed","society",356,1,1464459300,"","2014-10-04 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"notesonwings"
"acharif","Ahmad Al Charif","Achieving Harmony: Mind vs Soul","http://acharif.me/","Ahmad Al Charif","acharif","http://acharif.me/feed/","society",357,0,1444394820,"","2014-10-04 00:00:00","2017-01-03 05:36:13",NULL,NULL,"More than 1 year since last post","acharif"
"angienassar","Angie Nassar","Angie loves writing about everything from culture to politics, pop culture and women’s rights. She also enjoys playing video games and making Belgian Waffles. She is a published author on the subject of music in Lebanon","http://angienassar.wordpress.com/","Angie Nassar","angienassar","http://angienassar.wordpress.com/feed","society",358,0,1418302680,"","2014-10-15 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","angienassar"
"megspotchecks","Meg Spot Checks","Greetings,  I'm Megan.
Feel free to follow me as I spot check, experiment with style and try to enjoy it as much as I can.","http://megspotchecks.wordpress.com/","","megann_atallah","http://megspotchecks.wordpress.com/feed","fashion,food",359,1,1490874900,"","2014-10-17 07:00:00","2017-04-01 22:54:04",NULL,NULL,NULL,"megspotchecks"
"pitchforyourlife","Life's A Pitch","Bright Ideas Move the World","http://pitchforyourlife.com","Tanya Dernaika","tanyadernaika","http://pitchforyourlife.com/feed/","design",367,0,1428600240,"","2014-11-29 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","pitchforyourlife"
"blogandbrand","Blog and Brand","Positive Lifestyle & Stories","http://blogandbrand.com/","Hasmig Boyadjian","blogandbrand","http://blogandbrand.com/feed","fashion",360,1,1453829580,"","2014-10-19 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"blogandbrand"
"fashionicia","Fashionicia","Fashionicia is a lifestyle blog with a dust of glitter or at least that’s what it “was”; today we are making it more real and more personal.","http://fashionicia.com","Patricia Issa","lafashionicia","http://fashionicia.com/feed","fashion",361,1,1506517020,"","2014-10-19 00:00:00","2017-09-27 13:03:14",NULL,NULL,NULL,"fashionicia"
"moophz","Moophz","Collecting data is only the first step toward knowledge but sharing data is the first step toward civilization - Linux 2006 33-4","http://moophz.com/","","Moophz","http://moophz.com/rss.xml","tech",391,1,1503957900,"","2015-03-02 20:17:21","2017-08-28 21:12:48",NULL,NULL,"Temporary","moophz"
"thirdculturecanvas","Third Culture Canvas","A Little Bit Of Everything","https://thirdculturecanvas.wordpress.com/","","reemjoudi1","https://thirdculturecanvas.wordpress.com/feed/","fashion, society",454,1,1467471000,"","2015-12-30 19:29:56","2016-08-01 19:32:23",NULL,NULL,NULL,"thirdculturecanvas"
"thepurpleroseofbeirut","The Show Is About Nothing","Lionesses have no manes. How do they know when they've grown up? They start wondering about the meaning of life.","http://thepurpleroseofbeirut.blogspot.com/","","lifecensored","http://thepurpleroseofbeirut.blogspot.com/feeds/posts/default?alt=rss","society",362,0,1433552460,"","2014-10-28 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","thepurpleroseofbeirut"
"w0rd","وَرَدَ","A blog by Mhّmd Dankar","http://w0rd.me/","Mh'md Dankar","dnk4r","http://w0rd.me/feed/","society",363,0,1448557860,"","2014-11-01 00:00:00","2017-01-03 05:36:13",NULL,NULL,"More than 1 year since last post","w0rd"
"rawanekhalil","ro.","by Rawane Khalil","http://www.rawanekhalil.blogspot.com/","Rawane Khalil","rawane_khalil","http://rawanekhalil.blogspot.com/feeds/posts/default","design, art",364,0,1441548720,"","2014-11-01 00:00:00","2017-01-03 05:36:13",NULL,NULL,"More than 1 year since last post","rawanekhalil"
"breakingforever","Enigma","Life. Love. Identity","http://breakingforever.blogspot.com ","","EnigmaticWords","http://breakingforever.blogspot.com/feeds/posts/default","society",365,0,1427200140,"","2014-11-07 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","breakingforever"
"carlamourad","Carla Mourad","Carla is a Community Nutritionist with long years of experience in clinical and community nutrition, education and media communication","http://carlamourad.com","Carla Habib Mourad","CarlahMourad","http://carlamourad.com/feed/","food",366,1,1495899180,"","2014-11-12 00:00:00","2017-05-27 15:42:50",NULL,NULL,NULL,"carlamourad"
"zquill","The Quill","We’ll do our best to keep a fresh perspective on social and inter personal issues in lebanon and abroad","http://zquill.com","","ZQuill","http://zquill.com/feed","society",368,0,1450163640,"","2014-11-29 00:00:00","2017-01-03 05:36:13",NULL,NULL,"More than 1 year since last post","zquill"
"chocolateandvanillasoles","Chocolate and Vanilla Soles","This blog is about two different but very close friends who decided to share their passion about Fashion & Food. The name “Chocolate and Vanilla SOLES” stands for both these ideas as well as our individual appearances. Our different looks and styles are what will enrich our fashion section because everyone will be able to relate themselves to either one of us","http://chocolateandvanillasoles.com","","Roya_Al","http://chocolateandvanillasoles.com/feed","fashion",369,1,1460444280,"","2014-11-29 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"chocolateandvanillasoles"
"brainsforless","Brains For Less","Because you don't think","http://brainsforless.com/","Sahar Habboub","saharhabboub","http://brainsforless.com/feed","society",372,1,1506693780,"","2014-12-14 00:00:00","2017-09-29 14:12:50",NULL,NULL,NULL,"brainsforless"
"techgeek365","Tech Geek 365","Tech News, Reviews and So Much More!","http://techgeek365.com","","TechGeek365","http://techgeek365.com/feed","tech",373,0,1419763020,"","2014-12-14 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"techgeek365"
"mawtoura","Mawtoura","Blog lebnéné fanné ijtimé3é siyésé moutawattir","http://mawtoura.wordpress.com/","","mawtoura","http://mawtoura.wordpress.com/feed","society",374,1,1506320100,"","2014-12-25 00:00:00","2017-09-25 06:22:42",NULL,NULL,NULL,"mawtoura"
"jocelynedebs","Fashit Khele2 by Jocelyne Debs","","http://jocelynedebs.tumblr.com","Jecelyne Debs","jocelynedebs","http://jocelynedebs.tumblr.com/rss","society, politics",375,0,1445807100,"","2015-01-12 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"jocelynedebs"
"bitoria","Bitoria","Games, Film, Tech, Life","http://bitoria.wordpress.com","","BitoriaBlog","https://bitoria.wordpress.com/feed/","media, tech",376,1,1497034860,"","2015-01-20 06:18:15","2017-06-09 19:03:28",NULL,NULL,NULL,"bitoria"
"3a-rawa2","3a Rawa2","Poetry","http://3a-rawa2.blogspot.com/","","alachkarani","http://3a-rawa2.blogspot.com/feeds/posts/default?alt=rss","society",377,1,1493303160,"","2015-01-20 06:49:36","2017-04-27 14:33:50",NULL,NULL,NULL,"3a-rawa2"
"waelkanaan","وائل يكتب","A collaboration between emotions and words","http://waelkanaan.wordpress.com","Wael K.","waelboy","https://waelkanaan.wordpress.com/feed/","society",378,1,1506370920,"","2015-01-20 06:51:13","2017-09-25 20:23:05",NULL,NULL,NULL,"waelkanaan"
"tantekawkab","tantekawkab","Roaring rants of a timeless Tante","http://www.tantekawkab.com/","","tantekawkab","http://tantekawkab.com/feed/","food",379,0,1436733600,"","2015-01-20 06:52:47","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","tantekawkab"
"roadtriphacks","Roadtriphacks","Your next daycation is an article away","http://www.roadtriphacks.com/","","roadtriphacks","http://roadtriphacks.com/feed/","society, travel",380,1,1479145380,"","2015-01-20 06:56:59","2016-11-14 17:53:55",NULL,NULL,NULL,"roadtriphacks"
"etiquelle","étiquelle","A fashion & lifestyle blog","http://www.etiquelle.net/","","etiquelle","http://www.etiquelle.net/?feed=rss2","fashion",381,1,1471186800,"","2015-01-22 19:48:41","2016-08-14 15:13:59",NULL,NULL,NULL,"etiquelle"
"patylsperspective","Patyl's Perspective","Two distinct objects that make women cry at first sight.","http://www.patylsperspective.wordpress.com","","BlogByPA","https://patylsperspective.wordpress.com/feed/","society",382,1,1503892500,"","2015-01-23 22:19:31","2017-08-28 04:03:31",NULL,NULL,NULL,"1470911602-patylsperspective"
"noureddine","Blog void","Blog void. Does not exist.","http://www.noureddine.org/blog/","","adelnoureddine","http://www.noureddine.org/feed/","society",383,0,1366617600,"","2015-01-27 10:28:23","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","noureddine"
"nounzilicious","Nounzilicious","A Lebanese plus size fashion blogger. I am also a full-time mom and a freelance graphic designer.","http://nounzilicious.blogspot.com/","","Nounzie1711","http://nounzilicious.blogspot.com/feeds/posts/default?alt=rss","fashion",394,1,1504538040,"","2015-04-04 23:30:00","2017-09-04 15:23:09",NULL,NULL,NULL,"nounzilicious"
"slowding","Slowding","Not Just Another Blog","http://slowding.com/","","idankar","http://slowding.com/feed/","society",384,0,1437804960,"","2015-02-02 13:21:50","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","slowding"
"adrianaleboss","Adriana's Relationships advice","As time went by, spiral notebooks filled with mystical unicorn stories gave way to journals filled with thought-provoking ideas on life, human nature, relationships and other existential questions","http://www.adrianaleboss.com/","","adrianaleboss","http://feeds.feedburner.com/adrianaleboss","society",385,1,1496590740,"","2015-02-02 13:29:08","2017-06-04 20:23:09",NULL,NULL,NULL,"adrianaleboss"
"onethousanddaysoflife","NutriCycle","A website about nutrition from the beginning of the life cycle by a blogger that can't quit talking about everything else.","http://www.onethousanddaysoflife.com/","","nutri_cycle","http://www.onethousanddaysoflife.com/feed/","society, food",386,1,1506343860,"","2015-02-09 12:27:03","2017-09-25 13:03:23",NULL,NULL,NULL,"onethousanddaysoflife"
"claudeelkhal","Claude El Khal","About Beirut & Lebanon, about the Middle East, the World & everything in between.","http://claudeelkhal.blogspot.com","","claudeelkhal","http://claudeelkhal.blogspot.com/feeds/posts/default","society,politics",387,1,1507360920,"","2015-02-12 08:05:42","2017-10-07 07:22:43",NULL,NULL,NULL,"1495924305-claudeelkhal"
"nkoteich-almodon","Nadim Koteich at Almodon","Talk show host. Middle East expert with special interest in Iran.","http://www.almodon.com/author/101aa12b-c5a7-498f-b98f-82ef2e55bf66","Nadim Koteich","nadimkoteich",NULL,"columnists, politics",388,0,1458219524,"","2015-02-15 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"nkoteich-almodon"
"zmakhoulolj","Ziyad Makhoul at L'Orient Le Jour","Journaliste a L'Orient-Le Jour","http://www.lorientlejour.com/author/103-Ziyad-MAKHOUL","Ziyad Makhoul","zmakhoulolj",NULL,"columnists, politics",389,0,1467280740,"","2015-02-15 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"zmakhoulolj"
"beyondbeirut","Beyond Beirut","Adulthood, now what?","https://beyondbeirut.wordpress.com/","Tala Kardas","thkrds","https://beyondbeirut.wordpress.com/feed/","society",390,1,1503602160,"","2015-02-15 17:56:53","2017-08-24 19:23:59",NULL,NULL,NULL,"beyondbeirut"
"jeremy-arbid-execmag","Jeremy Arbid at Executive Magazine","Jeremy is Executive's in house energy and public policy analyst.","http://www.executive-magazine.com/author/jeremy-arbid","Jeremy Arbid","jeremyarbid","http://www.executive-magazine.com/author/jeremy-arbid/feed","business",392,1,1507199580,"","2015-03-04 00:00:00","2017-10-05 10:43:00",NULL,NULL,NULL,"jeremy-arbid-execmag"
"thesociolog","The Socio/Log","Stories and ideas about people and the world that can change the way we look at our lives.","http://thesociolog.com/","","thesociolog","http://thesociolog.com/feed/","tech, society",393,1,1457622720,"","2015-03-19 11:27:13","2016-08-01 19:32:23",NULL,NULL,NULL,"thesociolog"
"mycharmedplaces","my charmed places","I am a Lebanese-German environmental engineer currently living in Beirut with my husband. I looove magazines, CAFÉS, museums, biscuits and travelling","http://mycharmedplaces.com/","","mycharmedplaces","http://mycharmedplaces.com/feed/","society",395,1,1491244920,"","2015-04-04 23:31:52","2017-04-03 18:43:38",NULL,NULL,NULL,"mycharmedplaces"
"khbar","Khbar","Simply my online log of everything I feel or do","http://khbar.wordpress.com/","","ImYara","https://khbar.wordpress.com/feed/","society",396,0,1392382320,"","2015-04-04 23:33:39","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","khbar"
"alexfr","Alexy Joffre Frangieh Blog","Alexy Joffre Frangieh is a Lebanese artist, who started exploring visual arts at an early age. He acquired considerable skills in electronic visual content creation. He later on saw the potential of Photography as a tool to visualize the artistic concepts he believes in. Frangieh always thought that “there is a charm in the imagery when one deals with a sequence of photographs.”","http://alexfr.org/blog/","","alexyfrangieh","http://alexfr.org/blog/feed/","design, tech",397,0,1426152240,"","2015-04-04 23:35:46","2016-08-01 19:32:23",NULL,NULL,NULL,"alexfr"
"neweasternpolitics","neweasternpolitics2017","fdf vvbnbnbbvnbnvb","https://neweasternpolitics.wordpress.com","","N_E_Politics","https://neweasternpolitics.wordpress.com/feed/","politics",398,1,1480323720,"","2015-04-04 23:37:46","2017-03-30 16:32:59",NULL,NULL,NULL,"neweasternpolitics"
"efficientelephant","Efficient Elephant","I write and interview people. My purpose is to share efficient work/life experiences to help make people’s lives easier and motivate them.","http://efficientelephant.com/","","gfrangieh","http://efficientelephant.com/feed/","tech",399,1,1490907960,"","2015-04-04 23:50:38","2017-03-30 21:14:17",NULL,NULL,NULL,"efficientelephant"
"3almeshe","Zainab Hashim's Blog","Feel the Sun From Both Sides","https://3almeshe.wordpress.com","","ZaynabHashem2","https://3almeshe.wordpress.com/feed/","society",400,1,1501240800,"","2015-04-28 18:41:20","2017-07-28 11:23:24",NULL,NULL,NULL,"3almeshe"
"theribz","theRibz* by Ribal Haj","Writing Beyond","https://theribz.wordpress.com","","theribzz","https://theribz.wordpress.com/feed/","society",401,1,1483095360,"","2015-04-28 18:45:39","2016-12-30 11:04:04",NULL,NULL,NULL,"theribz"
"popcorn961","Popcorn961","Sharing with you our passion for food and movies. 

Connect with us on our Fb page: Popcorn961 and by email on popcorn961@outlook.com 
"," http://popcorn961.blogspot.com/","","junejohnny","http://popcorn961.blogspot.com/feeds/posts/default?alt=rss","food",402,1,1481198820,"","2015-04-28 18:49:32","2016-12-08 12:13:30",NULL,NULL,NULL,"popcorn961"
"koukakurls","Wanderless in Beirut","Lebanese Blog | Succulents | Makeup | Lifestyle | 22","https://koukakurls.wordpress.com/feed","","malakkanj","https://koukakurls.wordpress.com/feed/","fashion,society",403,1,1504083120,"","2015-05-05 11:01:35","2017-08-30 08:53:15",NULL,NULL,NULL,"1475686592-koukakurls"
"fekratmojtama3","Fekrat Mojtama3 فكرة مجتمع","A lebanese blog, not affiliated with any political sect or party!","https://fekratmojtama3.wordpress.com/","","fekratmojtama3","https://fekratmojtama3.wordpress.com/feed/","society, politics",404,0,1433880300,"","2015-05-05 11:03:51","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","fekratmojtama3"
"bananarepublic1920","Lebanon - Banana Republic (since before 1920)","Raghid Mahfouz is a Lebanese Engineer & Consultant","http://bananarepublic1920.blogspot.com/","","RaghidMahfouz1","http://bananarepublic1920.blogspot.com/feeds/posts/default?alt=rss","tech, society",405,1,1460460060,"","2015-05-11 10:03:51","2016-08-01 19:32:23",NULL,NULL,NULL,"bananarepublic1920"
"winedipity","Winedipity","The Lifestyle Of A Wine Lover","http://winedipity.com/","","CynthiaZabbat","http://winedipity.com/feed/","food",406,1,1506913380,"","2015-05-12 16:16:09","2017-10-02 03:13:01",NULL,NULL,NULL,"winedipity"
"foodnloubs","Food N' Loubs","Handing you the fancy side of food...
foodnloubs.blogspot.com
","http://foodnloubs.blogspot.com","","fadyytouma","http://foodnloubs.blogspot.com/feeds/posts/default?alt=rss","food",407,0,1447690800,"","2015-05-13 10:41:48","2017-01-03 05:36:14",NULL,NULL,"More than 1 year since last post","foodnloubs"
"bettydedeian","Betty Dedeian","Betty Dedeian is a Lebanese Dietitian and Health Enthusiast","http://bettydedeian.com/","","bettydedeian","http://bettydedeian.com/feed/","food",408,0,1439800140,"","2015-05-14 11:08:35","2017-01-03 05:36:14",NULL,NULL,"More than 1 year since last post","bettydedeian"
"beirutsbrightside","Beiruts Bright Side","there’s plenty of bright side: beautiful people, tasty food, art, music and design…","http://www.beirutsbrightside.com/","","ramihobeid","http://www.beirutsbrightside.com/feed/","society",409,1,1506423900,"","2015-05-26 07:39:10","2017-09-26 11:13:02",NULL,NULL,NULL,"beirutsbrightside"
"normamakarem","Norma M. Makarem","This blog gathers all readers, thinkers, and people curious about life matters.","https://normamakarem.wordpress.com","","normamakarem","https://normamakarem.wordpress.com/feed/","society",410,0,1433394300,"","2015-05-26 12:21:32","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","normamakarem"
"mamas2mamas","Mamas 2 Mamas","Sharing my Mama Experience","http://www.mamas2mamas.com/","","mamas2mamas","http://www.mamas2mamas.com/?feed=rss2","society",411,1,1455274440,"","2015-05-26 12:23:38","2016-08-01 19:32:23",NULL,NULL,NULL,"mamas2mamas"
"hayataoun","A Woman's Point of View","I'm a woman, a mother, a wife, i'm everything i supposed to be in the society. But i have dreams about another life, another world, another perceptions, another expectations.","http://hayataoun.blogspot.com/","","AounHayat","http://hayataoun.blogspot.com/feeds/posts/default?alt=rss","society",412,1,1490776440,"","2015-05-26 12:26:07","2017-03-29 08:44:01",NULL,NULL,NULL,"hayataoun"
"mothertotwins","mothertotwins","Being a mother makes you do things you’ve never done. I’m starting a blog.","http://mothertotwins.org/","","Larabn","http://mothertotwins.org/feed/","society",413,1,1481301600,"","2015-05-29 10:23:07","2016-12-09 16:44:03",NULL,NULL,NULL,"mothertotwins"
"lifeastoldbyfilm","Life As Told By Film","I like to write about movies. sometimes, it's in Life As Told By Film, my movie blog","https://lifeastoldbyfilm.wordpress.com","","LATBFBlog","https://lifeastoldbyfilm.wordpress.com/feed/","media",414,1,1469111760,"","2015-06-04 19:21:33","2016-08-01 19:32:23",NULL,NULL,NULL,"lifeastoldbyfilm"
"mayzone","May Zone","Interests: Human Rights. Folk/Indie/ British Pop and Rock Music. Novels and Articles. English Football","http://may.zone/","","bentelmasri","http://may.zone/feed/","society",415,1,1481581680,"","2015-06-11 20:23:41","2016-12-12 22:34:31",NULL,NULL,NULL,"mayzone"
"frederictech","FredericTech","Lebanon's Tech News and updates.","http://frederictech.com/","","eid_frederic","http://frederictech.com/feed/","tech",416,1,1452761280,"","2015-06-11 20:25:28","2016-08-01 19:32:23",NULL,NULL,NULL,"frederictech"
"nmaer","narimanazzam « Simply Nariman","Feminist. Humanist. Atheist, and a free human being. Born in a confused country and I have the urge to confuse my readers.","https://nmaer.wordpress.com/","","narimanazzam_","https://nmaer.wordpress.com/feed/","society",417,1,1466713620,"","2015-06-11 20:28:14","2016-08-01 19:32:23",NULL,NULL,NULL,"nmaer"
"keepinitpheel","Keepin' It Pheel","an opinion and humor blog covering a variety of subjects.","http://keepinitpheel.blogspot.com/","","elepheel","http://keepinitpheel.blogspot.com/feeds/posts/default?alt=rss","society",418,0,1442148960,"","2015-06-11 20:38:44","2017-01-03 05:36:14",NULL,NULL,"More than 1 year since last post","keepinitpheel"
"joura-comic","Joura","The Ups, Downs and Downs of a Lebanese Comic Artist","http://joura-comic.blogspot.com/","","elepheel","http://joura-comic.blogspot.com/feeds/posts/default?alt=rss","society",419,0,1362987660,"","2015-06-11 20:39:54","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","joura-comic"
"arsmex","تبادل الاعلام الاجتماعي","Social Media Exchange advocates for a free and open, diverse and dynamic Arab internet through training, organizing, and localizing media empowerment.","http://www.ar.smex.org/","","smex","http://www.ar.smex.org/feed/","tech, society",420,1,1506613020,"","2015-06-16 19:27:45","2017-09-28 16:43:30",NULL,NULL,NULL,"arsmex"
"lebanonads","LebanonAds","The Lebanese Ads Blog","http://www.lebanonads.blogspot.com/","","eliassarhan","http://lebanonads.blogspot.com/feeds/posts/default?alt=rss","design,media",421,1,1492125000,"","2015-06-16 20:36:23","2017-04-13 23:23:53",NULL,NULL,NULL,"lebanonads"
"legymonline","LeGymOnline","Robert & Pearl Maalouf on fitness..","http://www.legymonline.com/","","pearllllllllll","http://www.legymonline.com/feed/","food",423,1,1503917880,"","2015-07-15 01:41:31","2017-08-28 11:03:38",NULL,NULL,NULL,"legymonline"
"mabdallahnl","Myra Abdallah at Now Lebanon","","https://now.mmedia.me/lb/en/Author/Myra.Abdallah","","myraabdallah",NULL,"society",424,0,1467280846,"","2015-07-15 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"mabdallahnl"
"tastyerrands","Tasty Errands","TastyErrands.com is a travel and food blog where I share my passion for travel, recommendations for places to visist, as well as my food recipes.","http://tastyerrands.com/","Rima D","TastyErrands","http://tastyerrands.com/rss","food,society",425,1,1507471140,"","2015-07-15 02:15:23","2017-10-08 17:33:25",NULL,NULL,NULL,"1483346827-tastyerrands"
"habibadasilva","Habiba Da Silva","Habiba Da Silva is a 21-year-old British Lifestyle, beauty and fashion blogger with Brazilian and Lebanese roots.","https://habibadasilva.com/","","habibadasilva","https://habibadasilva.com/feed/","fashion",427,1,1476531180,"","2015-08-15 07:42:41","2016-10-15 11:54:17",NULL,NULL,NULL,"habibadasilva"
"indiedoodles","Indie Doodles","Oodles of Doodles about Life","https://indiedoodles.wordpress.com/","Maria Etre","mariaetre","https://indiedoodles.wordpress.com/feed/","design",428,1,1507287720,"","2015-08-15 00:00:00","2017-10-06 11:03:34",NULL,NULL,NULL,"indiedoodles"
"humansoflebanon","Humans of Lebanon","Stories from Every Corner","http://humansoflebanon.com/","","elwoujouh","http://humansoflebanon.com/feed/","society",429,0,1448010540,"","2015-08-20 11:00:00","2017-01-03 05:36:14",NULL,NULL,"More than 1 year since last post","humansoflebanon"
"wanderlusterinc","Wanderluster.inc","Food. Health. Travel. Lifestyle. & Reviews.","http://wanderlusterinc.wordpress.com","","wanderlusterinc","https://wanderlusterinc.wordpress.com/feed/","fashion,society",431,1,1490518800,"","2015-09-07 10:56:42","2017-03-26 09:14:26",NULL,NULL,NULL,"wanderlusterinc"
"sandrinepayan","sandrine payan","For the love of randomness","http://www.sandrinepayan.wordpress.com/","","SandrPayan","https://sandrinepayan.wordpress.com/feed/","society",515,1,1505668560," ","2017-02-28 09:51:05","2017-09-17 17:23:11",NULL,NULL,"","1488275465-sandrinepayan"
"dearlaura","Dear Laura","be positive. travel often.","http://www.dearlaura.co/","","lauragreige","http://www.dearlaura.co/feeds/posts/default?alt=rss","society",432,1,1503222780,"","2015-09-07 11:12:02","2017-08-20 10:03:27",NULL,NULL,NULL,"dearlaura"
